web-scraper-order,web-scraper-start-url,titulo,precio,habts,ban,mets
1620513564-12740,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-6.html,Departamentos Renta Queretaro Alia $22 000,22000,3 rec.,"3
					
						baños",135
1620514016-13586,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-2.html,Hermosos Lofts Nautico - Juriquilla,13000,1 rec.,"1
					
						baño",70
1620513914-13370,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-11.html,Departamento en Renta a Estrenar en Juriquilla,16000,2 rec.,"2
					
						baños",126
1620513472-12590,https://www.inmuebles24.com/departamentos-en-renta-en-fraccionamiento-cumbres-del-lago-pagina-2.html,Renta de Pent House Chico Amueblado en Condominio Exclusivo Cumbres del Lago Jf,23500,3 rec.,"2
					
						baños",184
1620513960-13476,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-7.html,"Departamento Renta Biósfera T. Juriquilla, Amenidades, Exclusivo. 39 - Dr - 1552",18500,3 rec.,"2
					
						baños",146
1620513531-12671,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-9.html,Maravilloso Departamento Nuevo en Renta en Alia Centro Sur 2,16000,2 rec.,"2
					
						baños",97
1620513642-12893,https://www.inmuebles24.com/departamentos-en-renta-en-jurica-pagina-1.html,Departamento de 3 Hab. en Arco de Piedra Jurica,18000,3 rec.,"2
					
						baños",130
1620513598-12811,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-3.html,"Departamento en Renta, Distrito Piamonte",22000,2 rec.,"2
					
						baños",87
1620513785-13173,https://www.inmuebles24.com/departamentos-en-renta-en-milenio-pagina-1.html,Departamento Amueblado Para Ejecutivos en Milenio Lll.,21000,2 rec.,"2
					
						baños",148
1620513823-13217,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-18.html,"Departamento en Renta, Altos Juriquilla",25000,4 rec.,"4
					
						baños",293
1620513519-12652,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-10.html,"Departamento Nuevo Se Renta Amueblado, Incluye Mantenimiento y Cuenta con Amenidades.",16000,3 rec.,"3
					
						baños",129
1620514006-13556,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-3.html,Renta de Loft / Departamento en Juriquilla,13000,1 rec.,"1
					
						baño",50
1620513823-13211,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-18.html,Departamento en Renta en Altos Juriquilla,25000,3 rec.,"4
					
						baños",190
1620513668-12921,https://www.inmuebles24.com/departamentos-en-renta-en-el-campanario-ciudad-de-queretaro-pagina-5.html,Departamento Amueblado en Renta Teide,16000,1 rec.,"2
					
						baños",115
1620513837-13221,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-17.html,Departamento en Renta en Life Juriquilla,20000,2 rec.,"3
					
						baños",150
1620513837-13232,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-17.html,Departamento en Renta en Biosfera Towers Juriquilla Queretar,18000,3 rec.,"2
					
						baños",176
1620513914-13369,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-11.html,Departamento Amueblado - Tu Hogar Rodeado de Belleza Natural,38000,3 rec.,"3
					
						baños",161
1620513995-13541,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-4.html,"Departamento en Renta en Life Juriquilla, D309",16500,3 rec.,"2
					
						baños",143
1620513864-13274,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-15.html,Renta Departamentos Amueblados - Biosfera - Juriquilla - Que,27000,3 rec.,"3
					
						baños",165
1620513926-13403,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-10.html,Renta Departamento en El Ensueño Juriquilla Santa Fe Ll,12500,2 rec.,"2
					
						baños",128
1620513737-13058,https://www.inmuebles24.com/departamentos-en-renta-en-milenio-pagina-5.html,Departamento en Renta en Milenio 3a. Sección,6500,1 rec.,"1
					
						baño",42
1620513982-13512,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-5.html,Bonito Departamento en Desarrollo Exclusivo Autosustentable Joy Juriquilla,28000,2 rec.,"2
					
						baños",142
1620513519-12634,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-10.html,"Departamento en Renta en Centro Sur, Querétaro",16500,3 rec.,"2
					
						baños",108
1620513875-13306,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-14.html,Departamento en Renta Atelier Juriquilla,12760,2 rec.,"2
					
						baños",90
1620513455-12562,https://www.inmuebles24.com/departamentos-en-renta-en-fraccionamiento-cumbres-del-lago-pagina-3.html,Departamento Renta Cumbres del Lago,14000,3 rec.,"2
					
						baños",127
1620513971-13490,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-6.html,Penthouse en Renta en Juriquila,25500,3 rec.,"2
					
						baños",232
1620513823-13214,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-18.html,Departamento 180 m en Bisofera Towers con Mantenimiento Incluido,20000,3 rec.,"4
					
						baños",180
1620513519-12646,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-10.html,"Departamento en Renta en Sky Living, Centro Sur",19000,2 rec.,"2
					
						baños",148
1620513982-13515,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-5.html,"Renta Departamento 2 Rec. $15,500",15500,2 rec.,"2
					
						baños",110
1620513486-12592,https://www.inmuebles24.com/departamentos-en-renta-en-fraccionamiento-cumbres-del-lago-pagina-1.html,"Departamento de Lujo en Renta Ubicado en Ambar Tower, Cumbres de Juriquilla",18000,2 rec.,"2
					
						baños",135
1620513668-12928,https://www.inmuebles24.com/departamentos-en-renta-en-el-campanario-ciudad-de-queretaro-pagina-5.html,Departamento Residencial en Renta El Campanario,35000,2 rec.,"3
					
						baños",137
1620513749-13080,https://www.inmuebles24.com/departamentos-en-renta-en-milenio-pagina-4.html,Hermoso Penthouse Amueblado con Acabado de Lujo en Renta,18000,3 rec.,"2
					
						baños",136
1620513760-13118,https://www.inmuebles24.com/departamentos-en-renta-en-milenio-pagina-3.html,"Rento Suite Amueblada en Milenio, Ideal Para Ejecutivos o Personas Que Trabajan",4500,1 rec.,"1
					
						baño",2
1620513960-13466,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-7.html,Departamento en Renta en Provincia Juriquilla,18000,3 rec.,"2
					
						baños",132
1620513472-12583,https://www.inmuebles24.com/departamentos-en-renta-en-fraccionamiento-cumbres-del-lago-pagina-2.html,Renta Departamento Amueblado Tres Vistas Juriquilla,26000,2 rec.,"2
					
						baños",117
1620513903-13358,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-12.html,Renta Departamentos Amueblados - Life - Juriquilla - Quereta,25000,3 rec.,"2
					
						baños",150
1620514028-13605,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-1.html,"Departamento en Renta en Celeste, Altos Juriquilla",14500,2 rec.,"2
					
						baños",106
1620513864-13285,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-15.html,Departamento en Renta,25000,2 rec.,"3
					
						baños",92
1620513441-12537,https://www.inmuebles24.com/departamentos-en-renta-en-fraccionamiento-cumbres-del-lago-pagina-4.html,Departamento en Renta en Cumbres del Lago,75000,3 rec.,"5
					
						baños",643
1620513864-13270,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-15.html,Departamento Amueblado en Wise Living,35000,3 rec.,"2
					
						baños",210
1620513455-12553,https://www.inmuebles24.com/departamentos-en-renta-en-fraccionamiento-cumbres-del-lago-pagina-3.html,"Departamento en Renta en Cumbres del Lago Juriquilla, Queret",30000,3 rec.,"2
					
						baños",177
1620513472-12574,https://www.inmuebles24.com/departamentos-en-renta-en-fraccionamiento-cumbres-del-lago-pagina-2.html,Departamento de 3 Recámaras en Renta,16500,3 rec.,"2
					
						baños",126
1620513441-12536,https://www.inmuebles24.com/departamentos-en-renta-en-fraccionamiento-cumbres-del-lago-pagina-4.html,Juriquilla Departamento en Renta,22000,2 rec.,"3
					
						baños",196
1620513737-13077,https://www.inmuebles24.com/departamentos-en-renta-en-milenio-pagina-5.html,"Departamento Amueblado en Renta, Milenio III",14000,3 rec.,"2
					
						baños",98
1620513785-13170,https://www.inmuebles24.com/departamentos-en-renta-en-milenio-pagina-1.html,Departamento Amueblado en Renta,13800,2 rec.,"2
					
						baños",90
1620513564-12736,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-6.html,"Departamento Amueblado en Renta, Centro Sur",20000,2 rec.,"2
					
						baños",162
1620513960-13468,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-7.html,"Departamento en Renta en Juriquilla, Tres Recámaras, 3.5 Baños",18500,3 rec.,"3
					
						baños",153
1620513472-12569,https://www.inmuebles24.com/departamentos-en-renta-en-fraccionamiento-cumbres-del-lago-pagina-2.html,Departamentos de Lujo en Ambar Tower Dentro de Cumbres del L,18000,2 rec.,"2
					
						baños",135
1620514016-13595,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-2.html,"En Renta Departamento Amueblado en Juriquilla, Querétaro",18000,2 rec.,"2
					
						baños",91
1620513926-13392,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-10.html,Se Renta Departamento Amueblado en Biosfera Towers Juriquill,26000,3 rec.,"2
					
						baños",135
1620513519-12638,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-10.html,Departamento Amueblado en Renta Park Life Centro Sur Queretaro,17500,2 rec.,"2
					
						baños",66
1620513472-12570,https://www.inmuebles24.com/departamentos-en-renta-en-fraccionamiento-cumbres-del-lago-pagina-2.html,Departamento en Renta en Cumbres del Lago,22000,2 rec.,"4
					
						baños",196
1620513542-12694,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-8.html,"Departamento en Renta Ubicado en Col. Centro Sur, Querétaro, Querétaro",13500,2 rec.,"2
					
						baños",162
1620513609-12833,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-2.html,Departamento Renta Centro Sur Queretaro,23000,3 rec.,"3
					
						baños",129
1620513971-13506,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-6.html,Renta Departamentos - Valle de Juriquilla - Queretaro,17500,3 rec.,"2
					
						baños",105
1620513760-13111,https://www.inmuebles24.com/departamentos-en-renta-en-milenio-pagina-3.html,Departamento en Renta en Lucepolis Milenio III Dentro de Privada con Alberca,15000,2 rec.,"2
					
						baños",147
1620513960-13473,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-7.html,Departamento en Renta Juriquilla Cantalagua Queretaro 2 Habitaciones en Privada,15000,2 rec.,"2
					
						baños",136
1620514028-13620,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-1.html,Departamento Amueblado en Renta Sobre Blvd de La Campana en,18500,2 rec.,"2
					
						baños",100
1620513971-13497,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-6.html,Hermoso Departamento en Renta en Cumbres del Lago,12000,2 rec.,"2
					
						baños",96
1620513441-12540,https://www.inmuebles24.com/departamentos-en-renta-en-fraccionamiento-cumbres-del-lago-pagina-4.html,"Departamento Panorámico en Cumbres del Lago, Querétaro; Disp",35000,4 rec.,"4
					
						baños",254
1620513760-13114,https://www.inmuebles24.com/departamentos-en-renta-en-milenio-pagina-3.html,Departamento en Renta en Milenio III,12800,3 rec.,"2
					
						baños",135
1620513948-13443,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-8.html,"Departamento en Renta - Villas del Mesón, Juriquilla - Queretaro - De193",14000,1 rec.,"1
					
						baño",60
1620513598-12810,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-3.html,Renta Departamento Amueblado Central Park,22500,2 rec.,"2
					
						baños",160
1620513875-13299,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-14.html,Renta Departamento Amueblado en Juriquilla Muy Centrico y Moderno,19800,2 rec.,"2
					
						baños",136
1620513542-12698,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-8.html,Nuevo Departamento en Renta Alia Centro Sur,20000,3 rec.,"2
					
						baños",107
1620513587-12788,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-4.html,Departamento en Renta en Centro Sur,13000,3 rec.,"3
					
						baños",145
1620513813-13200,https://www.inmuebles24.com/departamentos-en-renta-en-fraccionamiento-residencial-el-refugio.html,Departamento - Fraccionamiento Residencial El Refugio,15500,3 rec.,"2
					
						baños",175
1620513630-12876,https://www.inmuebles24.com/departamentos-en-renta-en-jurica-pagina-2.html,Se Renta Loft en Jurica,10000,1 rec.,"1
					
						baño",22
1620513795-13175,https://www.inmuebles24.com/departamentos-en-renta-en-fraccionamiento-el-mirador-pagina-2.html,Renta Departamento Amueblado Zen House El Marques Queretaro,14500,2 rec.,"2
					
						baños",117
1620513864-13286,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-15.html,"Departamento Renta Amueblado, Atelier Juriquilla",14000,2 rec.,"1
					
						baño",69
1620513785-13157,https://www.inmuebles24.com/departamentos-en-renta-en-milenio-pagina-1.html,"Depto en Renta en Milenio III Amueblado y Equipado, 2 Rec, 2 Baños, Estudio",18000,2 rec.,"2
					
						baños",110
1620513455-12548,https://www.inmuebles24.com/departamentos-en-renta-en-fraccionamiento-cumbres-del-lago-pagina-3.html,"Depto en Renta en Garden Towers, Altos Juriquilla, 3 Rec, 3 Baños, Terraza,",17000,3 rec.,"3
					
						baños",169
1620513875-13308,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-14.html,Renta Departamentos Juriquilla,13000,2 rec.,"2
					
						baños",107
1620513564-12743,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-6.html,Renta Depa Amueblado en Edificio de Lujo Ubicado Zona Ejecutiva de Qro Jf,18000,2 rec.,"2
					
						baños",82
1620513668-12918,https://www.inmuebles24.com/departamentos-en-renta-en-el-campanario-ciudad-de-queretaro-pagina-5.html,Departamento Amplio con Terraza de 80 m² y Hermosa Vista,18000,2 rec.,"2
					
						baños",140
1620513960-13480,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-7.html,PH Juriquilla Towers,42000,3 rec.,"3
					
						baños",202
1620513889-13321,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-13.html,Departamento en Renta en Juriquilla Amueblado,26000,2 rec.,"2
					
						baños",114
1620513749-13099,https://www.inmuebles24.com/departamentos-en-renta-en-milenio-pagina-4.html,"Renta Departamento en Home Coto Club, en Milenio",13500,3 rec.,"2
					
						baños",118
1620513749-13081,https://www.inmuebles24.com/departamentos-en-renta-en-milenio-pagina-4.html,Increible Departamento de Dos Pisos Milenio III,17000,2 rec.,"2
					
						baños",154
1620513772-13134,https://www.inmuebles24.com/departamentos-en-renta-en-milenio-pagina-2.html,Departamento en Milenio La Cima,9500,2 rec.,"2
					
						baños",100
1620513531-12657,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-9.html,Exclusivo Departamento en Renta 2 Recamaras 2 Baños en Centro Sur Jf,18000,1 rec.,"2
					
						baños",82
1620513914-13378,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-11.html,Departmento Renta Juriquilla Biosfera Amueblado,16900,2 rec.,"2
					
						baños",103
1620513864-13289,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-15.html,"Precioso Departamento en Juriquilla Towers, Amueblado, Ganelo",25000,2 rec.,"2
					
						baños",115
